Crm Cd Desc,Vict Sex,Vict Age Group,Weapon Category,Crime Count,Crime %
INTIMATE PARTNER - SIMPLE ASSAULT,F,35-49,Blunt object,23,0.05
INTIMATE PARTNER - SIMPLE ASSAULT,F,25-34,Blunt object,17,0.04
INTIMATE PARTNER - SIMPLE ASSAULT,F,2-9,Personal weapons,15,0.03
INTIMATE PARTNER - SIMPLE ASSAULT,F,50-64,No weapon / unknown,11,0.02
INTIMATE PARTNER - SIMPLE ASSAULT,M,18-20,Other weapon,11,0.02
INTIMATE PARTNER - SIMPLE ASSAULT,F,50-64,Blunt object,10,0.02
INTIMATE PARTNER - SIMPLE ASSAULT,F,13-17,Other weapon,9,0.02
INTIMATE PARTNER - SIMPLE ASSAULT,M,25-34,Blunt object,9,0.02
INTIMATE PARTNER - SIMPLE ASSAULT,M,35-49,Blunt object,9,0.02
INTIMATE PARTNER - SIMPLE ASSAULT,F,21-24,No weapon / unknown,8,0.02
INTIMATE PARTNER - SIMPLE ASSAULT,M,25-34,No weapon / unknown,8,0.02
INTIMATE PARTNER - SIMPLE ASSAULT,X,25-34,Personal weapons,8,0.02
INTIMATE PARTNER - SIMPLE ASSAULT,F,10-12,Personal weapons,7,0.02
INTIMATE PARTNER - SIMPLE ASSAULT,M,50-64,Blunt object,7,0.02
INTIMATE PARTNER - SIMPLE ASSAULT,M,2-9,Personal weapons,6,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,X,21-24,Personal weapons,6,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,X,35-49,Personal weapons,6,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,F,18-20,No weapon / unknown,5,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,F,21-24,Blunt object,5,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,F,25-34,Firearm,5,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,F,25-34,Knife / sharp object,5,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,F,35-49,Knife / sharp object,4,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,M,13-17,Other weapon,4,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,M,21-24,Blunt object,4,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,M,35-49,No weapon / unknown,4,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,F,65+,No weapon / unknown,3,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,M,50-64,No weapon / unknown,3,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,M,65+,Blunt object,3,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,X,50-64,Personal weapons,3,0.01
INTIMATE PARTNER - SIMPLE ASSAULT,F,21-24,Firearm,2,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,F,35-49,Firearm,2,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,F,50-64,Firearm,2,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,F,50-64,Knife / sharp object,2,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,M,10-12,Personal weapons,2,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,M,21-24,No weapon / unknown,2,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,M,35-49,Knife / sharp object,2,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,X,18-20,No weapon / unknown,2,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,X,18-20,Personal weapons,2,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,X,35-49,Other weapon,2,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,F,13-17,Knife / sharp object,1,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,F,13-17,No weapon / unknown,1,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,F,18-20,Firearm,1,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,F,21-24,Knife / sharp object,1,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,M,2-9,Other weapon,1,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,M,18-20,Blunt object,1,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,M,18-20,No weapon / unknown,1,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,M,25-34,Firearm,1,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,M,35-49,Firearm,1,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,M,50-64,Firearm,1,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,M,65+,No weapon / unknown,1,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,X,13-17,Personal weapons,1,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,X,21-24,No weapon / unknown,1,0.0
INTIMATE PARTNER - SIMPLE ASSAULT,X,25-34,Other weapon,1,0.0
KIDNAPPING,F,25-34,Personal weapons,127,17.66
KIDNAPPING,F,18-20,Personal weapons,81,11.27
KIDNAPPING,F,35-49,Personal weapons,67,9.32
KIDNAPPING,F,21-24,Personal weapons,45,6.26
KIDNAPPING,F,13-17,Personal weapons,38,5.29
KIDNAPPING,F,50-64,Personal weapons,27,3.76
KIDNAPPING,F,25-34,Other weapon,24,3.34
KIDNAPPING,M,25-34,Personal weapons,19,2.64
KIDNAPPING,F,25-34,Firearm,18,2.5
KIDNAPPING,F,35-49,Other weapon,16,2.23
KIDNAPPING,F,2-9,Personal weapons,15,2.09
KIDNAPPING,F,21-24,Other weapon,13,1.81
KIDNAPPING,M,2-9,Personal weapons,12,1.67
KIDNAPPING,M,25-34,Other weapon,12,1.67
KIDNAPPING,F,65+,Personal weapons,11,1.53
KIDNAPPING,M,35-49,Other weapon,11,1.53
KIDNAPPING,M,25-34,Firearm,10,1.39
KIDNAPPING,M,35-49,Personal weapons,10,1.39
KIDNAPPING,M,21-24,Personal weapons,9,1.25
KIDNAPPING,F,35-49,Firearm,8,1.11
KIDNAPPING,M,50-64,Personal weapons,8,1.11
KIDNAPPING,F,18-20,Other weapon,7,0.97
KIDNAPPING,M,13-17,Personal weapons,7,0.97
KIDNAPPING,M,21-24,Firearm,7,0.97
KIDNAPPING,M,25-34,Knife / sharp object,7,0.97
KIDNAPPING,M,35-49,Firearm,7,0.97
KIDNAPPING,F,10-12,Personal weapons,6,0.83
KIDNAPPING,M,35-49,Knife / sharp object,6,0.83
KIDNAPPING,F,25-34,Knife / sharp object,5,0.7
KIDNAPPING,F,65+,Other weapon,5,0.7
KIDNAPPING,F,13-17,Other weapon,4,0.56
KIDNAPPING,F,18-20,Firearm,4,0.56
KIDNAPPING,F,21-24,Firearm,4,0.56
KIDNAPPING,F,35-49,Knife / sharp object,4,0.56
KIDNAPPING,F,2-9,Other weapon,3,0.42
KIDNAPPING,F,13-17,Firearm,3,0.42
KIDNAPPING,F,21-24,Knife / sharp object,3,0.42
KIDNAPPING,F,50-64,Firearm,3,0.42
KIDNAPPING,M,2-9,Other weapon,3,0.42
KIDNAPPING,M,10-12,Personal weapons,3,0.42
KIDNAPPING,M,13-17,Other weapon,3,0.42
KIDNAPPING,M,18-20,Personal weapons,3,0.42
KIDNAPPING,M,21-24,Other weapon,3,0.42
KIDNAPPING,M,50-64,Firearm,3,0.42
KIDNAPPING,M,50-64,Other weapon,3,0.42
KIDNAPPING,M,65+,Personal weapons,3,0.42
KIDNAPPING,F,50-64,Knife / sharp object,2,0.28
KIDNAPPING,F,50-64,Other weapon,2,0.28
KIDNAPPING,M,18-20,Knife / sharp object,2,0.28
KIDNAPPING,M,18-20,Other weapon,2,0.28
KIDNAPPING,M,21-24,Knife / sharp object,2,0.28
KIDNAPPING,M,65+,Knife / sharp object,2,0.28
KIDNAPPING,M,65+,Other weapon,2,0.28
KIDNAPPING,F,13-17,Knife / sharp object,1,0.14
KIDNAPPING,F,21-24,Blunt object,1,0.14
KIDNAPPING,F,25-34,Blunt object,1,0.14
KIDNAPPING,F,65+,Firearm,1,0.14
KIDNAPPING,F,65+,Knife / sharp object,1,0.14
KIDNAPPING,M,2-9,Firearm,1,0.14
KIDNAPPING,M,10-12,Other weapon,1,0.14
KIDNAPPING,M,25-34,Blunt object,1,0.14
KIDNAPPING,M,35-49,Blunt object,1,0.14
KIDNAPPING,M,50-64,Knife / sharp object,1,0.14
KIDNAPPING,M,65+,Firearm,1,0.14
KIDNAPPING,X,21-24,Other weapon,1,0.14
KIDNAPPING,X,21-24,Personal weapons,1,0.14
KIDNAPPING,X,25-34,Personal weapons,1,0.14
KIDNAPPING,X,35-49,Personal weapons,1,0.14
KIDNAPPING - GRAND ATTEMPT,M,2-9,Personal weapons,28,13.27
KIDNAPPING - GRAND ATTEMPT,F,25-34,Personal weapons,23,10.9
KIDNAPPING - GRAND ATTEMPT,F,2-9,Personal weapons,20,9.48
KIDNAPPING - GRAND ATTEMPT,F,35-49,Personal weapons,19,9.0
KIDNAPPING - GRAND ATTEMPT,F,21-24,Personal weapons,18,8.53
KIDNAPPING - GRAND ATTEMPT,F,13-17,Personal weapons,17,8.06
KIDNAPPING - GRAND ATTEMPT,F,50-64,Personal weapons,10,4.74
KIDNAPPING - GRAND ATTEMPT,F,18-20,Personal weapons,9,4.27
KIDNAPPING - GRAND ATTEMPT,F,10-12,Personal weapons,8,3.79
KIDNAPPING - GRAND ATTEMPT,F,2-9,Other weapon,7,3.32
KIDNAPPING - GRAND ATTEMPT,M,10-12,Personal weapons,6,2.84
KIDNAPPING - GRAND ATTEMPT,F,65+,Personal weapons,5,2.37
KIDNAPPING - GRAND ATTEMPT,F,21-24,Other weapon,3,1.42
KIDNAPPING - GRAND ATTEMPT,F,25-34,Other weapon,3,1.42
KIDNAPPING - GRAND ATTEMPT,M,2-9,Other weapon,3,1.42
KIDNAPPING - GRAND ATTEMPT,M,35-49,Personal weapons,3,1.42
KIDNAPPING - GRAND ATTEMPT,F,10-12,Other weapon,2,0.95
KIDNAPPING - GRAND ATTEMPT,F,35-49,Firearm,2,0.95
KIDNAPPING - GRAND ATTEMPT,F,35-49,Other weapon,2,0.95
KIDNAPPING - GRAND ATTEMPT,M,13-17,Other weapon,2,0.95
KIDNAPPING - GRAND ATTEMPT,M,13-17,Personal weapons,2,0.95
KIDNAPPING - GRAND ATTEMPT,M,21-24,Other weapon,2,0.95
KIDNAPPING - GRAND ATTEMPT,M,25-34,Personal weapons,2,0.95
KIDNAPPING - GRAND ATTEMPT,M,35-49,Other weapon,2,0.95
KIDNAPPING - GRAND ATTEMPT,F,2-9,Knife / sharp object,1,0.47
KIDNAPPING - GRAND ATTEMPT,F,10-12,Firearm,1,0.47
KIDNAPPING - GRAND ATTEMPT,F,13-17,Other weapon,1,0.47
KIDNAPPING - GRAND ATTEMPT,F,18-20,Blunt object,1,0.47
KIDNAPPING - GRAND ATTEMPT,F,18-20,Other weapon,1,0.47
KIDNAPPING - GRAND ATTEMPT,F,21-24,Knife / sharp object,1,0.47
KIDNAPPING - GRAND ATTEMPT,F,25-34,Blunt object,1,0.47
KIDNAPPING - GRAND ATTEMPT,F,25-34,Knife / sharp object,1,0.47
KIDNAPPING - GRAND ATTEMPT,F,50-64,Knife / sharp object,1,0.47
KIDNAPPING - GRAND ATTEMPT,F,50-64,Other weapon,1,0.47
KIDNAPPING - GRAND ATTEMPT,M,25-34,Firearm,1,0.47
KIDNAPPING - GRAND ATTEMPT,M,35-49,Firearm,1,0.47
KIDNAPPING - GRAND ATTEMPT,M,65+,Personal weapons,1,0.47
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,25-34,No weapon / unknown,1835,21.88
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,35-49,No weapon / unknown,1674,19.96
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,35-49,No weapon / unknown,864,10.3
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,25-34,No weapon / unknown,751,8.95
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,50-64,No weapon / unknown,631,7.52
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,21-24,No weapon / unknown,550,6.56
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,50-64,No weapon / unknown,435,5.19
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,18-20,No weapon / unknown,214,2.55
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,65+,No weapon / unknown,204,2.43
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,21-24,No weapon / unknown,164,1.96
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,13-17,No weapon / unknown,161,1.92
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,65+,No weapon / unknown,161,1.92
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,25-34,Other weapon,124,1.48
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,35-49,Other weapon,83,0.99
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,13-17,No weapon / unknown,73,0.87
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,18-20,No weapon / unknown,69,0.82
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,35-49,Other weapon,53,0.63
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,25-34,Other weapon,43,0.51
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,10-12,No weapon / unknown,41,0.49
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,50-64,Other weapon,40,0.48
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,21-24,Other weapon,37,0.44
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,50-64,Other weapon,33,0.39
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,10-12,No weapon / unknown,16,0.19
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,65+,Other weapon,14,0.17
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,13-17,Other weapon,13,0.15
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",X,25-34,No weapon / unknown,13,0.15
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,21-24,Other weapon,11,0.13
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,65+,Other weapon,9,0.11
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",X,21-24,No weapon / unknown,9,0.11
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,2-9,No weapon / unknown,7,0.08
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,18-20,Other weapon,6,0.07
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",X,35-49,No weapon / unknown,6,0.07
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,35-49,Personal weapons,5,0.06
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,25-34,Personal weapons,4,0.05
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,35-49,Personal weapons,4,0.05
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,10-12,Other weapon,4,0.05
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,13-17,Other weapon,4,0.05
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,2-9,No weapon / unknown,3,0.04
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,18-20,Other weapon,3,0.04
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",X,50-64,No weapon / unknown,3,0.04
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,2-9,Other weapon,2,0.02
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,10-12,Other weapon,2,0.02
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",X,35-49,Other weapon,2,0.02
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",X,65+,No weapon / unknown,2,0.02
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,21-24,Personal weapons,1,0.01
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,35-49,Firearm,1,0.01
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,50-64,Personal weapons,1,0.01
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,65+,Personal weapons,1,0.01
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",X,10-12,No weapon / unknown,1,0.01
"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",X,18-20,No weapon / unknown,1,0.01
LEWD CONDUCT,F,35-49,No weapon / unknown,160,23.29
LEWD CONDUCT,F,25-34,No weapon / unknown,146,21.25
LEWD CONDUCT,F,50-64,No weapon / unknown,68,9.9
LEWD CONDUCT,F,21-24,No weapon / unknown,47,6.84
LEWD CONDUCT,F,18-20,No weapon / unknown,35,5.09
LEWD CONDUCT,M,35-49,No weapon / unknown,35,5.09
LEWD CONDUCT,M,25-34,No weapon / unknown,31,4.51
LEWD CONDUCT,F,13-17,No weapon / unknown,25,3.64
LEWD CONDUCT,M,50-64,No weapon / unknown,20,2.91
LEWD CONDUCT,F,25-34,Personal weapons,14,2.04
LEWD CONDUCT,F,65+,No weapon / unknown,12,1.75
LEWD CONDUCT,F,35-49,Personal weapons,11,1.6
LEWD CONDUCT,F,50-64,Personal weapons,11,1.6
LEWD CONDUCT,M,18-20,No weapon / unknown,6,0.87
LEWD CONDUCT,M,21-24,No weapon / unknown,6,0.87
LEWD CONDUCT,F,10-12,No weapon / unknown,5,0.73
LEWD CONDUCT,F,21-24,Personal weapons,5,0.73
LEWD CONDUCT,M,65+,No weapon / unknown,5,0.73
LEWD CONDUCT,F,2-9,No weapon / unknown,4,0.58
LEWD CONDUCT,F,13-17,Personal weapons,4,0.58
LEWD CONDUCT,F,25-34,Other weapon,4,0.58
LEWD CONDUCT,F,18-20,Personal weapons,3,0.44
LEWD CONDUCT,F,35-49,Other weapon,3,0.44
LEWD CONDUCT,M,13-17,No weapon / unknown,3,0.44
LEWD CONDUCT,M,35-49,Personal weapons,3,0.44
LEWD CONDUCT,F,13-17,Other weapon,2,0.29
LEWD CONDUCT,M,2-9,No weapon / unknown,2,0.29
LEWD CONDUCT,M,25-34,Personal weapons,2,0.29
LEWD CONDUCT,M,35-49,Other weapon,2,0.29
LEWD CONDUCT,M,50-64,Other weapon,2,0.29
LEWD CONDUCT,X,21-24,No weapon / unknown,2,0.29
LEWD CONDUCT,F,2-9,Personal weapons,1,0.15
LEWD CONDUCT,F,10-12,Other weapon,1,0.15
LEWD CONDUCT,F,21-24,Other weapon,1,0.15
LEWD CONDUCT,F,50-64,Other weapon,1,0.15
LEWD CONDUCT,M,10-12,No weapon / unknown,1,0.15
LEWD CONDUCT,M,13-17,Personal weapons,1,0.15
LEWD CONDUCT,M,21-24,Personal weapons,1,0.15
LEWD CONDUCT,M,50-64,Personal weapons,1,0.15
LEWD CONDUCT,M,65+,Personal weapons,1,0.15
LEWD/LASCIVIOUS ACTS WITH CHILD,F,13-17,Personal weapons,15,18.29
LEWD/LASCIVIOUS ACTS WITH CHILD,F,13-17,No weapon / unknown,13,15.85
LEWD/LASCIVIOUS ACTS WITH CHILD,F,2-9,Personal weapons,10,12.2
LEWD/LASCIVIOUS ACTS WITH CHILD,F,10-12,Personal weapons,9,10.98
LEWD/LASCIVIOUS ACTS WITH CHILD,F,2-9,No weapon / unknown,8,9.76
LEWD/LASCIVIOUS ACTS WITH CHILD,F,10-12,No weapon / unknown,8,9.76
LEWD/LASCIVIOUS ACTS WITH CHILD,M,2-9,No weapon / unknown,3,3.66
LEWD/LASCIVIOUS ACTS WITH CHILD,F,25-34,Personal weapons,2,2.44
LEWD/LASCIVIOUS ACTS WITH CHILD,F,35-49,No weapon / unknown,2,2.44
LEWD/LASCIVIOUS ACTS WITH CHILD,M,10-12,Personal weapons,2,2.44
LEWD/LASCIVIOUS ACTS WITH CHILD,F,2-9,Other weapon,1,1.22
LEWD/LASCIVIOUS ACTS WITH CHILD,F,10-12,Other weapon,1,1.22
LEWD/LASCIVIOUS ACTS WITH CHILD,F,21-24,No weapon / unknown,1,1.22
LEWD/LASCIVIOUS ACTS WITH CHILD,F,50-64,No weapon / unknown,1,1.22
LEWD/LASCIVIOUS ACTS WITH CHILD,F,65+,No weapon / unknown,1,1.22
LEWD/LASCIVIOUS ACTS WITH CHILD,M,2-9,Personal weapons,1,1.22
LEWD/LASCIVIOUS ACTS WITH CHILD,M,10-12,No weapon / unknown,1,1.22
LEWD/LASCIVIOUS ACTS WITH CHILD,M,18-20,No weapon / unknown,1,1.22
LEWD/LASCIVIOUS ACTS WITH CHILD,M,25-34,Other weapon,1,1.22
LEWD/LASCIVIOUS ACTS WITH CHILD,M,35-49,No weapon / unknown,1,1.22
LYNCHING,M,50-64,Personal weapons,2,100.0
LYNCHING - ATTEMPTED,M,35-49,Personal weapons,1,100.0
"MANSLAUGHTER, NEGLIGENT",F,21-24,Other weapon,1,11.11
"MANSLAUGHTER, NEGLIGENT",F,25-34,Other weapon,1,11.11
"MANSLAUGHTER, NEGLIGENT",F,50-64,Other weapon,1,11.11
"MANSLAUGHTER, NEGLIGENT",M,21-24,Firearm,1,11.11
"MANSLAUGHTER, NEGLIGENT",M,25-34,Firearm,1,11.11
"MANSLAUGHTER, NEGLIGENT",M,25-34,Other weapon,1,11.11
"MANSLAUGHTER, NEGLIGENT",M,25-34,Personal weapons,1,11.11
"MANSLAUGHTER, NEGLIGENT",M,50-64,Firearm,1,11.11
"MANSLAUGHTER, NEGLIGENT",M,50-64,No weapon / unknown,1,11.11
ORAL COPULATION,F,13-17,Personal weapons,111,15.42
ORAL COPULATION,F,25-34,Personal weapons,90,12.5
ORAL COPULATION,F,35-49,Personal weapons,67,9.31
ORAL COPULATION,F,2-9,Personal weapons,46,6.39
ORAL COPULATION,F,21-24,Personal weapons,45,6.25
ORAL COPULATION,M,13-17,Personal weapons,44,6.11
ORAL COPULATION,M,25-34,Personal weapons,38,5.28
ORAL COPULATION,F,10-12,Personal weapons,36,5.0
ORAL COPULATION,F,50-64,Personal weapons,32,4.44
ORAL COPULATION,M,35-49,Personal weapons,27,3.75
ORAL COPULATION,F,18-20,Personal weapons,25,3.47
ORAL COPULATION,M,2-9,Personal weapons,18,2.5
ORAL COPULATION,F,65+,Personal weapons,14,1.94
ORAL COPULATION,F,25-34,Other weapon,13,1.81
ORAL COPULATION,F,35-49,Other weapon,11,1.53
ORAL COPULATION,M,10-12,Personal weapons,11,1.53
ORAL COPULATION,M,18-20,Personal weapons,11,1.53
ORAL COPULATION,M,21-24,Personal weapons,11,1.53
ORAL COPULATION,F,50-64,Other weapon,6,0.83
ORAL COPULATION,M,50-64,Personal weapons,6,0.83
ORAL COPULATION,F,13-17,Other weapon,5,0.69
ORAL COPULATION,F,25-34,Knife / sharp object,5,0.69
ORAL COPULATION,F,25-34,Firearm,4,0.56
ORAL COPULATION,F,13-17,Firearm,3,0.42
ORAL COPULATION,F,21-24,Other weapon,3,0.42
ORAL COPULATION,M,13-17,Firearm,3,0.42
ORAL COPULATION,M,13-17,Other weapon,3,0.42
ORAL COPULATION,M,25-34,Other weapon,3,0.42
ORAL COPULATION,F,2-9,Other weapon,2,0.28
ORAL COPULATION,F,18-20,Firearm,2,0.28
ORAL COPULATION,F,18-20,Other weapon,2,0.28
ORAL COPULATION,F,35-49,Firearm,2,0.28
ORAL COPULATION,F,35-49,Knife / sharp object,2,0.28
ORAL COPULATION,F,50-64,Firearm,2,0.28
ORAL COPULATION,M,35-49,Other weapon,2,0.28
ORAL COPULATION,F,10-12,Other weapon,1,0.14
ORAL COPULATION,F,18-20,Knife / sharp object,1,0.14
ORAL COPULATION,F,35-49,Blunt object,1,0.14
ORAL COPULATION,F,50-64,Knife / sharp object,1,0.14
ORAL COPULATION,F,65+,Other weapon,1,0.14
ORAL COPULATION,M,2-9,Other weapon,1,0.14
ORAL COPULATION,M,18-20,Knife / sharp object,1,0.14
ORAL COPULATION,M,18-20,Other weapon,1,0.14
ORAL COPULATION,M,21-24,Firearm,1,0.14
ORAL COPULATION,M,21-24,Other weapon,1,0.14
ORAL COPULATION,M,25-34,Firearm,1,0.14
ORAL COPULATION,M,25-34,Knife / sharp object,1,0.14
ORAL COPULATION,M,65+,Personal weapons,1,0.14
ORAL COPULATION,X,25-34,Knife / sharp object,1,0.14
ORAL COPULATION,X,25-34,Other weapon,1,0.14
OTHER ASSAULT,M,35-49,Personal weapons,425,10.2
OTHER ASSAULT,F,35-49,Personal weapons,370,8.88
OTHER ASSAULT,M,25-34,Personal weapons,360,8.64
OTHER ASSAULT,F,25-34,Personal weapons,318,7.63
OTHER ASSAULT,M,50-64,Personal weapons,285,6.84
OTHER ASSAULT,M,35-49,Other weapon,264,6.34
OTHER ASSAULT,F,50-64,Personal weapons,245,5.88
OTHER ASSAULT,F,35-49,Other weapon,221,5.3
OTHER ASSAULT,M,25-34,Other weapon,197,4.73
OTHER ASSAULT,M,50-64,Other weapon,189,4.54
OTHER ASSAULT,F,25-34,Other weapon,180,4.32
OTHER ASSAULT,F,50-64,Other weapon,161,3.86
OTHER ASSAULT,F,21-24,Personal weapons,117,2.81
OTHER ASSAULT,F,65+,Personal weapons,95,2.28
OTHER ASSAULT,M,65+,Personal weapons,89,2.14
OTHER ASSAULT,M,21-24,Personal weapons,88,2.11
OTHER ASSAULT,F,18-20,Personal weapons,61,1.46
OTHER ASSAULT,F,65+,Other weapon,60,1.44
OTHER ASSAULT,F,21-24,Other weapon,59,1.42
OTHER ASSAULT,F,13-17,Personal weapons,58,1.39
OTHER ASSAULT,M,18-20,Personal weapons,49,1.18
OTHER ASSAULT,M,21-24,Other weapon,44,1.06
OTHER ASSAULT,M,65+,Other weapon,44,1.06
OTHER ASSAULT,M,13-17,Personal weapons,30,0.72
OTHER ASSAULT,F,18-20,Other weapon,29,0.7
OTHER ASSAULT,M,18-20,Other weapon,19,0.46
OTHER ASSAULT,F,13-17,Other weapon,14,0.34
OTHER ASSAULT,M,13-17,Other weapon,10,0.24
OTHER ASSAULT,F,10-12,Personal weapons,8,0.19
OTHER ASSAULT,M,10-12,Personal weapons,8,0.19
OTHER ASSAULT,F,2-9,Other weapon,7,0.17
OTHER ASSAULT,X,35-49,Personal weapons,6,0.14
OTHER ASSAULT,F,25-34,Firearm,5,0.12
OTHER ASSAULT,M,2-9,Personal weapons,4,0.1
OTHER ASSAULT,F,2-9,Personal weapons,3,0.07
OTHER ASSAULT,F,10-12,Other weapon,3,0.07
OTHER ASSAULT,F,35-49,Firearm,3,0.07
OTHER ASSAULT,M,2-9,Other weapon,3,0.07
OTHER ASSAULT,M,10-12,Other weapon,3,0.07
OTHER ASSAULT,M,50-64,Blunt object,3,0.07
OTHER ASSAULT,X,25-34,Personal weapons,3,0.07
OTHER ASSAULT,X,65+,Personal weapons,3,0.07
OTHER ASSAULT,F,50-64,No weapon / unknown,2,0.05
OTHER ASSAULT,M,25-34,No weapon / unknown,2,0.05
OTHER ASSAULT,M,50-64,No weapon / unknown,2,0.05
OTHER ASSAULT,X,18-20,Personal weapons,2,0.05
OTHER ASSAULT,X,25-34,Other weapon,2,0.05
OTHER ASSAULT,F,18-20,No weapon / unknown,1,0.02
OTHER ASSAULT,F,21-24,No weapon / unknown,1,0.02
OTHER ASSAULT,F,25-34,Blunt object,1,0.02
OTHER ASSAULT,F,25-34,No weapon / unknown,1,0.02
OTHER ASSAULT,F,50-64,Blunt object,1,0.02
OTHER ASSAULT,M,13-17,Firearm,1,0.02
OTHER ASSAULT,M,21-24,No weapon / unknown,1,0.02
OTHER ASSAULT,M,25-34,Firearm,1,0.02
OTHER ASSAULT,M,35-49,Blunt object,1,0.02
OTHER ASSAULT,M,35-49,Firearm,1,0.02
OTHER ASSAULT,M,50-64,Firearm,1,0.02
OTHER ASSAULT,M,65+,Blunt object,1,0.02
OTHER ASSAULT,X,50-64,Other weapon,1,0.02
